Email,Result,Valid,Is_Role,Is_Disposable,Is_Free,Delivery_Confidence
elatedNathaniel59@bigpond.com,neutral,true,false,false,true,52
thoughtlessJeffrey4@free.fr,neutral,true,false,false,true,49
gentleNatalie@live.fr,neutral,true,false,false,true,52
uglyMicheal58@me.com,neutral,true,false,false,true,51
Meredithoutrageous@googlemail.com,neutral,true,false,false,true,51
dullTommy@bigpond.net.au,neutral,true,false,false,true,53
naughtyMarcus@live.com,neutral,true,false,false,true,49
Josecareful@wanadoo.fr,neutral,true,false,false,true,50
outrageousMiranda@live.com.au,neutral,true,false,false,true,52
Randallwide-eyed@bigpond.com,neutral,true,false,false,true,48
curiousJon86@yahoo.com.ar,neutral,true,false,false,true,53
powerfulKimberly@t-online.de,neutral,true,false,false,true,50
blackCarly@planet.nl,neutral,true,false,false,true,49
thoughtfulLinda20@gmx.net,neutral,true,false,false,true,52
wanderingGeoffrey82@ig.com.br,neutral,true,false,false,true,48
Ameliacurious@yahoo.com.sg,neutral,true,false,false,true,48
hilariousJeffery@live.com.au,neutral,true,false,false,true,48
funnyChristina@outlook.com,neutral,true,false,false,true,50
disturbedSandra56@hotmail.co.uk,neutral,true,false,false,true,48
inquisitiveCynthia45@telenet.be,neutral,true,false,false,false,51
gorgeousChristine@bellsouth.net,neutral,true,false,false,true,51
spotlessNicholas11@facebook.com,neutral,true,false,false,true,48
boredCalvin90@att.net,neutral,true,false,false,true,48
fantasticSummer@yahoo.com.au,neutral,true,false,false,true,52
tenderLucas82@ig.com.br,neutral,true,false,false,true,48
grumpyCaleb@telenet.be,neutral,true,false,false,false,48
Gloriamuddy@mac.com,neutral,true,false,false,true,53
deadBethany@earthlink.net,neutral,true,false,false,true,51
Robertattractive@frontiernet.net,neutral,true,false,false,true,51
Trishaarrogant@mac.com,neutral,true,false,false,true,49
Ginabad@skynet.be,neutral,true,false,false,false,52
enthusiasticDiane75@hotmail.de,neutral,true,false,false,true,53
shyMichelle79@bigpond.net.au,neutral,true,false,false,true,51
boredLisa@yahoo.co.id,neutral,true,false,false,true,48
nervousMayra49@hotmail.fr,neutral,true,false,false,true,49
zanyLacey@yahoo.com.mx,neutral,true,false,false,true,51
filthyDerrick@aliceadsl.fr,neutral,true,false,false,false,51
